Re,ej_ref_l2,time_fe_spaces,ndofs,time_post_process,eu_ref_h1,nsums,title,nc,ncells,time_jacobian,np,Ha,time_pre_process,kmap,ndofs_u,ej_l2,ndofs_φ,eu_h1,uh_h1,uh_l2,time_residual,ndofs_p,eu_ref_l2,jh_l2,ndofs_j,eu_l2,backend,path
1.0,0.019652403214685626,0.3285305480003444,7185618,647.3425911100003,0.009604193739118248,200,ha00050cx200px02ns200ps01km1,200,120000,396.5002366910003,2,50.0,0.15757739199989373,1,2865618,0.019652403223929967,960000,0.009604422901965623,0.0,0.0,6.97758469900009,480000,0.0011224029599076638,0.0,2880000,0.001122402830744689,mpi,/home/552/jp3650/GridapMHD.jl/analysis/data/ha00050cx200px02ns200ps01km1_r1.bson
1.0,0.019652403214685674,0.15581793199999083,7185618,308.1216969640002,0.00960419373911823,200,ha00050cx200px03ns200ps01km1,200,120000,218.27528969399998,3,50.0,0.0923002220000626,1,2865618,0.01965240322393001,960000,0.00960442290196563,0.0,0.0,3.5503845499999898,480000,0.001122402959907662,0.0,2880000,0.0011224028307446911,mpi,/home/552/jp3650/GridapMHD.jl/analysis/data/ha00050cx200px03ns200ps01km1_r1.bson
1.0,0.019652403214685674,0.08293426099999124,7185618,172.37702029399998,0.009604193739118225,200,ha00050cx200px04ns200ps01km1,200,120000,164.49396168800013,4,50.0,0.3193377439999949,1,2865618,0.019652403223930012,960000,0.009604422901965629,0.0,0.0,1.9364623569999821,480000,0.0011224029599076607,0.0,2880000,0.0011224028307446905,mpi,/home/552/jp3650/GridapMHD.jl/analysis/data/ha00050cx200px04ns200ps01km1_r1.bson
1.0,0.019652403214685674,0.0557114419999607,7185618,80.84573864899994,0.009604193739118234,200,ha00050cx200px06ns200ps01km1,200,120000,96.96330224299993,6,50.0,0.03355996400000549,1,2865618,0.01965240322393001,960000,0.00960442290196564,0.0,0.0,1.855491795999967,480000,0.0011224029599076612,0.0,2880000,0.0011224028307446916,mpi,/home/552/jp3650/GridapMHD.jl/analysis/data/ha00050cx200px06ns200ps01km1_r1.bson
1.0,0.019652403214685654,0.02715684700001475,7185618,48.39565159099999,0.009604193739118215,200,ha00050cx200px08ns200ps01km1,200,120000,64.37252947499996,8,50.0,0.021937234000006356,1,2865618,0.01965240322392999,960000,0.009604422901965632,0.0,0.0,1.341365015000008,480000,0.0011224029599076616,0.0,2880000,0.0011224028307446918,mpi,/home/552/jp3650/GridapMHD.jl/analysis/data/ha00050cx200px08ns200ps01km1_r1.bson
1.0,0.01965240321468566,0.0677940539999895,7185618,24.392327238000007,0.009604193739118217,200,ha00050cx200px12ns200ps01km1,200,120000,31.36515707799998,12,50.0,0.014694967000025372,1,2865618,0.019652403223930002,960000,0.009604422901965627,0.0,0.0,0.8881195540000135,480000,0.0011224029599076618,0.0,2880000,0.0011224028307446918,mpi,/home/552/jp3650/GridapMHD.jl/analysis/data/ha00050cx200px12ns200ps01km1_r1.bson
1.0,0.01965240321468566,0.0057043099999987135,7185618,13.163274945000012,0.00960419373911822,200,ha00050cx200px16ns200ps01km1,200,120000,16.875720523000012,16,50.0,0.0064352739999833375,1,2865618,0.01965240322392999,960000,0.009604422901965629,0.0,0.0,0.500430816000005,480000,0.0011224029599076622,0.0,2880000,0.0011224028307446916,mpi,/home/552/jp3650/GridapMHD.jl/analysis/data/ha00050cx200px16ns200ps01km1_r1.bson
